15
Device Source:1001	USB2+H14197
310,279	0
310,651	0
311,024	0
311,396	0
311,768	-0
312,14	0
312,512	-0
312,884	0
313,256	0
313,628	-0
313,999	0
314,371	0
314,743	0
315,115	-0
315,487	-0
315,858	-0
316,23	0
316,602	0
316,973	-0
317,345	-0
317,716	0
318,088	0
318,459	0
318,831	-0
319,202	0
319,573	0
319,945	-0
320,316	-0
320,687	0
321,058	0
321,429	0
321,801	0
322,172	-0
322,543	0
322,914	0
323,285	0
323,656	-0
324,027	0
324,398	-0
324,768	0
325,139	0
325,51	0
325,881	0
326,252	0
326,622	0
326,993	0
327,364	0
327,734	0
328,105	0
328,475	-0
328,846	0
329,216	-0
329,587	-0
329,957	0
330,327	0
330,698	0
331,068	0
331,438	0
331,808	0
332,178	0
332,549	0
332,919	0
333,289	0
333,659	-0
334,029	0
334,399	0
334,769	0
335,139	-0
335,508	-0
335,878	0
336,248	0
336,618	-0
336,987	0
337,357	0
337,727	0
338,096	-0
338,466	0
338,835	0
339,205	0
339,574	0
339,944	-0
340,313	0
340,683	0
341,052	0
341,421	0
341,79	0
342,16	0
342,529	0
342,898	0
343,267	0
343,636	0
344,005	0
344,374	0
344,743	0
345,112	0
345,481	0
345,85	0
346,219	0
346,588	0
346,956	0
347,325	0
347,694	0
348,062	-0
348,431	0
348,8	0
349,168	0
349,537	0
349,905	-0
350,274	0,53
350,642	2,01
351,01	0,4
351,379	0,79
351,747	0,66
352,115	0,13
352,483	0,23
352,852	-0,64
353,22	0,95
353,588	0,2
353,956	0,45
354,324	0,03
354,692	0,52
355,06	0,16
355,428	0,34
355,796	1,12
356,164	0,32
356,532	0,08
356,899	0,22
357,267	0,29
357,635	0,64
358,003	0,13
358,37	-0,23
358,738	0,15
359,105	0,59
359,473	0,3
359,84	0,13
360,208	0,31
360,575	1,07
360,943	1,13
361,31	0,34
361,678	0,68
362,045	-0,08
362,412	-0,32
362,779	1,34
363,146	0,09
363,514	0,28
363,881	0,33
364,248	0,11
364,615	0,22
364,982	0,22
365,349	0,19
365,716	0,57
366,083	0,35
366,45	1,19
366,816	0,48
367,183	0
367,55	0,8
367,917	0,3
368,283	-0,19
368,65	-0,25
369,017	0,57
369,383	0,53
369,75	0,32
370,116	0,73
370,483	0,33
370,849	-0,15
371,216	-0,45
371,582	0,27
371,948	0,56
372,314	-0,18
372,681	0,76
373,047	0,2
373,413	0,43
373,779	0,66
374,145	-0,15
374,511	0,37
374,877	0,54
375,243	0,25
375,609	0,16
375,975	0,18
376,341	0,29
376,707	-0,22
377,073	0,3
377,439	0,41
377,804	0,27
378,17	0,51
378,536	0,43
378,901	-0,15
379,267	0,2
379,633	0,28
379,998	0,18
380,364	-0,01
380,729	-0,09
381,094	0,32
381,46	0,35
381,825	0
382,19	0,04
382,556	0,45
382,921	0,12
383,286	0,15
383,651	0,42
384,016	0,28
384,381	0,63
384,747	0,47
385,112	-0,01
385,477	0,13
385,841	0,23
386,206	0,45
386,571	-0,09
386,936	0,4
387,301	0,2
387,666	-0,04
388,03	0,52
388,395	0,08
388,76	0,36
389,124	0,21
389,489	0,34
389,853	0,15
390,218	0,09
390,582	0,04
390,947	0,09
391,311	0,17
391,675	0,46
392,04	0,13
392,404	0,56
392,768	0,08
393,132	0,29
393,497	-0,03
393,861	0,56
394,225	0,4
394,589	0,6
394,953	0,24
395,317	0,29
395,681	0,52
396,045	0,38
396,409	0,74
396,772	0,24
397,136	0,78
397,5	0,65
397,864	0,84
398,227	0,65
398,591	0,72
398,955	0,78
399,318	0,62
399,682	0,89
400,045	0,64
400,409	0,63
400,772	0,71
401,135	0,79
401,499	0,89
401,862	0,98
402,225	1,11
402,589	0,79
402,952	1
403,315	1,11
403,678	0,92
404,041	1,09
404,404	0,91
404,767	0,9
405,13	0,78
405,493	0,87
405,856	1,22
406,219	0,96
406,582	0,81
406,944	1,18
407,307	1,2
407,67	1,19
408,033	1,61
408,395	1,12
408,758	1,1
409,12	1,45
409,483	1,32
409,845	1,42
410,208	1,34
410,57	1,72
410,933	1,57
411,295	1,41
411,657	1,3
412,019	1,64
412,382	1,78
412,744	1,59
413,106	1,65
413,468	1,84
413,83	1,59
414,192	1,78
414,554	1,76
414,916	1,6
415,278	1,74
415,64	1,9
416,002	1,87
416,364	1,9
416,725	1,94
417,087	1,97
417,449	1,87
417,81	1,63
418,172	1,99
418,534	1,77
418,895	1,91
419,257	2,16
419,618	1,96
419,98	1,88
420,341	2,04
420,702	1,98
421,064	2,23
421,425	1,88
421,786	2,1
422,147	2,11
422,509	1,85
422,87	2,21
423,231	2,35
423,592	2,26
423,953	2,23
424,314	2,33
424,675	2,64
425,036	2,48
425,396	2,44
425,757	2,27
426,118	2,52
426,479	2,47
426,839	2,69
427,2	2,43
427,561	3,11
427,921	2,73
428,282	2,56
428,642	2,61
429,003	2,58
429,363	2,88
429,724	2,81
430,084	2,69
430,444	2,9
430,805	2,92
431,165	2,64
431,525	2,93
431,885	2,88
432,245	2,73
432,606	2,84
432,966	3,07
433,326	3,07
433,686	3,18
434,046	3,03
434,405	3,05
434,765	3,26
435,125	2,9
435,485	3,2
435,845	3,2
436,204	3,28
436,564	3,13
436,924	3,35
437,283	3,22
437,643	3,3
438,002	3,5
438,362	3,4
438,721	3,62
439,081	3,45
439,44	3,66
439,799	3,52
440,159	3,58
440,518	3,57
440,877	3,83
441,236	3,9
441,595	3,39
441,954	3,65
442,314	3,8
442,673	3,72
443,032	3,74
443,39	3,86
443,749	4,05
444,108	3,81
444,467	3,59
444,826	3,9
445,185	3,95
445,543	4,05
445,902	3,69
446,261	4,06
446,619	4,11
446,978	4,03
447,336	3,84
447,695	4,08
448,053	4,22
448,412	4,17
448,77	4,25
449,128	4,36
449,486	4,4
449,845	4,35
450,203	4,47
450,561	4,57
450,919	4,57
451,277	4,65
451,635	4,33
451,993	4,89
452,351	4,67
452,709	4,48
453,067	5,15
453,425	5
453,783	4,89
454,141	4,92
454,498	5,38
454,856	4,88
455,214	5,32
455,571	5,42
455,929	5,08
456,286	5,25
456,644	5,43
457,001	5,32
457,359	5,08
457,716	5,38
458,073	5,41
458,431	5,2
458,788	5,44
459,145	5,5
459,502	5,26
459,86	5,2
460,217	5,75
460,574	5,59
460,931	5,82
461,288	5,67
461,645	5,82
462,002	5,77
462,358	6,01
462,715	5,55
463,072	6,31
463,429	6,04
463,786	5,81
464,142	6,16
464,499	5,83
464,855	6,03
465,212	6,02
465,569	6,19
465,925	5,73
466,281	5,93
466,638	6,1
466,994	6,56
467,35	6,6
467,707	6,19
468,063	6,42
468,419	6
468,775	6,34
469,131	6,58
469,488	6,41
469,844	6,5
470,2	6,64
470,556	6,18
470,911	7,08
471,267	6,8
471,623	6,95
471,979	6,67
472,335	6,85
472,69	7,27
473,046	7,51
473,402	7,32
473,757	7,01
474,113	7,62
474,469	7,58
474,824	7,64
475,179	7,75
475,535	7,87
475,89	7,97
476,246	8,03
476,601	7,94
476,956	7,81
477,311	8,41
477,666	8,12
478,022	8,21
478,377	7,86
478,732	8,42
479,087	8,51
479,442	8,58
479,797	8,36
480,151	8,37
480,506	8,65
480,861	8,72
481,216	8,8
481,571	8,57
481,925	8,58
482,28	8,73
482,635	9,1
482,989	8,93
483,344	8,87
483,698	8,83
484,053	8,81
484,407	9,03
484,761	9,07
485,116	9,19
485,47	9,12
485,824	9,39
486,178	9,36
486,533	9,41
486,887	9,27
487,241	9,32
487,595	9,52
487,949	9,77
488,303	9,63
488,657	9,84
489,011	9,72
489,364	10,01
489,718	9,93
490,072	9,98
490,426	9,88
490,779	10,26
491,133	10,67
491,487	10,27
491,84	10,45
492,194	10,53
492,547	10,4
492,901	11,06
493,254	10,38
493,607	10,59
493,961	10,83
494,314	10,91
494,667	11,11
495,02	11,49
495,374	11,36
495,727	11,22
496,08	11,22
496,433	11,66
496,786	11,42
497,139	11,52
497,492	11,42
497,845	11,81
498,197	11,75
498,55	11,57
498,903	11,76
499,256	11,96
499,608	11,79
499,961	11,74
500,313	12,13
500,666	12,35
501,019	12,37
501,371	12,37
501,723	12,57
502,076	12,48
502,428	12,52
502,78	12,7
503,133	12,83
503,485	12,97
503,837	12,87
504,189	12,93
504,541	13,03
504,893	12,86
505,245	12,87
505,597	12,93
505,949	12,96
506,301	13,06
506,653	13,27
507,005	13,45
507,357	13,25
507,708	13,34
508,06	13,35
508,412	13,76
508,763	13,65
509,115	13,55
509,466	13,78
509,818	13,6
510,169	13,63
510,521	13,56
510,872	13,72
511,223	13,98
511,575	14,19
511,926	14,06
512,277	14,44
512,628	14,25
512,979	14,41
513,33	14,33
513,681	14,71
514,032	14,66
514,383	14,87
514,734	14,99
515,085	14,99
515,436	15,06
515,787	15,24
516,138	15,09
516,488	15,22
516,839	15,68
517,19	15,42
517,54	16,06
517,891	16,27
518,241	16,3
518,592	16,31
518,942	16,39
519,292	16,35
519,643	16,44
519,993	16,53
520,343	16,57
520,693	16,83
521,044	16,83
521,394	17,35
521,744	17,08
522,094	17,28
522,444	17,55
522,794	17,25
523,144	17,27
523,494	17,45
523,843	17,16
524,193	17,72
524,543	17,48
524,893	17,52
525,242	17,43
525,592	17,47
525,942	17,34
526,291	17,63
526,641	17,43
526,99	17,58
527,34	18,1
527,689	17,72
528,038	17,42
528,388	17,75
528,737	17,89
529,086	17,65
529,435	18,07
529,784	17,96
530,133	18,4
530,482	18,48
530,831	18,37
531,18	18,55
531,529	18,98
531,878	18,78
532,227	19,46
532,576	18,84
532,925	19,9
533,273	19,68
533,622	19,51
533,971	19,66
534,319	20,25
534,668	20,24
535,016	20,07
535,365	20,55
535,713	20,93
536,061	21,22
536,41	21,34
536,758	21,34
537,106	21,79
537,454	21,66
537,803	22,02
538,151	21,86
538,499	22,01
538,847	21,9
539,195	22,46
539,543	22,43
539,891	22,35
540,239	22,73
540,586	23,2
540,934	22,92
541,282	23,11
541,63	22,85
541,977	22,79
542,325	23,25
542,672	23,08
543,02	23,65
543,367	23,67
543,715	23,67
544,062	23,66
544,41	23,33
544,757	24,01
545,104	23,77
545,452	24,02
545,799	24,28
546,146	24,49
546,493	24,13
546,84	24,86
547,187	24,3
547,534	25,14
547,881	25,15
548,228	25,21
548,575	24,86
548,922	25,24
549,268	25,58
549,615	25,44
549,962	25,99
550,308	26,15
550,655	25,58
551,002	26,61
551,348	25,94
551,695	26,09
552,041	26,95
552,387	26,7
552,734	26,54
553,08	26,91
553,426	26,69
553,772	26,89
554,119	26,81
554,465	27,47
554,811	27,16
555,157	27,35
555,503	27,37
555,849	27,36
556,195	27,71
556,541	28,02
556,886	28,03
557,232	27,75
557,578	28,1
557,924	27,98
558,269	28,33
558,615	28,67
558,961	28,62
559,306	28,62
559,652	28,75
559,997	29,08
560,342	29,54
560,688	29,8
561,033	29,4
561,378	30,13
561,724	30,59
562,069	30,27
562,414	30,69
562,759	30,33
563,104	30,55
563,449	30,74
563,794	30,51
564,139	30,93
564,484	31,06
564,829	31,04
565,174	31,39
565,518	31,76
565,863	31,87
566,208	31,55
566,552	31,4
566,897	31,69
567,242	31,7
567,586	31,97
567,931	32,31
568,275	32,38
568,619	32,25
568,964	32,94
569,308	32,85
569,652	32,95
569,996	32,81
570,341	32,91
570,685	33,6
571,029	33,53
571,373	33,75
571,717	33,38
572,061	33,93
572,405	33,88
572,748	34,15
573,092	33,97
573,436	34,4
573,78	34,35
574,123	34,39
574,467	34,48
574,811	34,95
575,154	34,86
575,498	35,57
575,841	35,31
576,185	35,39
576,528	35,23
576,871	35,5
577,215	35,67
577,558	35,5
577,901	35,96
578,244	35,96
578,587	35,86
578,93	36,14
579,274	35,96
579,616	36,07
579,959	36,75
580,302	36,49
580,645	36,66
580,988	36,55
581,331	36,98
581,674	36,91
582,016	37,23
582,359	36,99
582,701	36,91
583,044	36,79
583,387	37,2
583,729	37,63
584,071	37,88
584,414	37,81
584,756	38,28
585,098	38,01
585,441	37,75
585,783	38,03
586,125	37,74
586,467	37,93
586,809	38,53
587,151	38,72
587,493	38,73
587,835	38,99
588,177	39,01
588,519	39,92
588,861	40
589,202	39,81
589,544	39,94
589,886	40,14
590,228	40,24
590,569	40,97
590,911	40,83
591,252	41,03
591,594	41,02
591,935	41,14
592,276	41,86
592,618	42,21
592,959	42,45
593,3	41,84
593,641	42,84
593,983	43,25
594,324	43,33
594,665	43,57
595,006	43,88
595,347	43,07
595,688	44,05
596,029	44,02
596,369	44,05
596,71	44,71
597,051	44,76
597,392	45,25
597,732	45,6
598,073	46,22
598,414	45,47
598,754	46,27
599,095	46,38
599,435	47,16
599,775	46,64
600,116	46,78
600,456	47,25
600,796	47,33
601,137	47,1
601,477	47,29
601,817	47,76
602,157	48,23
602,497	48
602,837	48,45
603,177	49,42
603,517	48,31
603,857	48,93
604,197	47,92
604,536	48,24
604,876	49,03
605,216	49,15
605,555	49,57
605,895	49,11
606,235	49,02
606,574	49,16
606,914	49,44
607,253	49,06
607,592	49,86
607,932	49,73
608,271	49,77
608,61	50,54
608,949	50,09
609,289	50,28
609,628	50,9
609,967	50,85
610,306	50,61
610,645	51,19
610,984	50,88
611,323	50,43
611,661	51,38
612	50,98
612,339	51,29
612,678	52,06
613,016	53,05
613,355	51,77
613,694	52,24
614,032	52,3
614,371	51,97
614,709	52,4
615,047	52,64
615,386	52,65
615,724	53,16
616,062	53,23
616,401	52,79
616,739	53,19
617,077	53,92
617,415	53,57
617,753	53,65
618,091	54,22
618,429	54,2
618,767	53,87
619,105	54,18
619,443	54,61
619,78	54,75
620,118	54,2
620,456	55,06
620,793	54,94
621,131	54,88
621,468	55,5
621,806	55
622,143	55,43
622,481	55,87
622,818	55,78
623,156	56,61
623,493	56,87
623,83	56,59
624,167	56,92
624,504	56,53
624,841	57,42
625,178	56,49
625,515	56,97
625,852	57,03
626,189	57,74
626,526	57,86
626,863	57,7
627,2	57,66
627,537	59,14
627,873	58,55
628,21	57,26
628,546	59,32
628,883	59,4
629,22	59,03
629,556	59,1
629,892	59,69
630,229	59,22
630,565	59,58
630,901	60,03
631,238	59,61
631,574	60,03
631,91	60,97
632,246	60,97
632,582	60,6
632,918	61,33
633,254	61,98
633,59	61,27
633,926	62,1
634,262	61,21
634,597	62,05
634,933	61,63
635,269	64,06
635,604	62,8
635,94	62,49
636,276	63,2
636,611	62,73
636,947	63,73
637,282	63,51
637,617	63,23
637,953	63,62
638,288	63,53
638,623	64,28
638,958	64,4
639,294	64,37
639,629	64,44
639,964	65,7
640,299	65,33
640,634	65,23
640,969	65,62
641,303	66,06
641,638	65,86
641,973	65,96
642,308	66,46
642,642	66,69
642,977	66,72
643,312	67,24
643,646	66,85
643,981	67,86
644,315	66,62
644,65	67,52
644,984	67,32
645,318	67,99
645,653	67,62
645,987	67,57
646,321	67,08
646,655	68,92
646,989	68,3
647,323	68,38
647,657	68,9
647,991	69,63
648,325	68,75
648,659	68,15
648,993	69,01
649,326	68,75
649,66	69,69
649,994	69,6
650,327	69,09
650,661	69,85
650,995	70,09
651,328	69,82
651,662	69,77
651,995	70,81
652,328	70,56
652,662	70,83
652,995	70,57
653,328	71,23
653,661	70,34
653,994	71,4
654,327	71,61
654,66	70,82
654,993	71,38
655,326	71,89
655,659	72,08
655,992	71,33
656,325	72,64
656,658	73,29
656,99	73,01
657,323	73,61
657,656	73,43
657,988	73,27
658,321	74,04
658,653	73,91
658,986	74,36
659,318	74,19
659,65	73,99
659,983	73,67
660,315	73,97
660,647	74,82
660,979	74,39
661,311	74,77
661,643	75,48
661,975	75,15
662,307	75,88
662,639	75,09
662,971	74,88
663,303	76,29
663,635	74,78
663,966	75,74
664,298	76,51
664,63	76,93
664,961	76,73
665,293	75,75
665,624	76,87
665,956	76,57
666,287	76,53
666,618	76,72
666,95	78,25
667,281	78,04
667,612	77,3
667,943	77,42
668,274	78,24
668,606	78
668,937	77,7
669,268	78,29
669,598	78,44
669,929	79,89
670,26	78,7
670,591	79,02
670,922	79,01
671,252	78,37
671,583	79,32
671,914	79,87
672,244	80,12
672,575	80,58
672,905	80,53
673,236	79,24
673,566	79,81
673,896	79,84
674,227	79,87
674,557	79,86
674,887	81,31
675,217	81,11
675,547	80,78
675,877	80,58
676,207	81,93
676,537	82,5
676,867	81,69
677,197	82,55
677,527	81,77
677,857	82,75
678,186	81,94
678,516	82,81
678,846	82,22
679,175	83,55
679,505	83,46
679,834	82,97
680,164	81,94
680,493	84,16
680,822	83,86
681,152	84,45
681,481	84,42
681,81	83,58
682,139	83,93
682,468	85,64
682,797	85,13
683,126	85,55
683,455	85,83
683,784	86,35
684,113	85,49
684,442	84,39
684,771	84,55
685,099	85,1
685,428	87
685,757	85,87
686,085	85,47
686,414	86,05
686,742	86,97
687,071	86,55
687,399	86,75
687,727	86,38
688,056	86,29
688,384	86,19
688,712	86,25
689,04	87,01
689,368	86,83
689,696	86,39
690,024	86,76
690,352	87,33
690,68	85,87
691,008	87,57
691,336	86,2
691,664	88,17
691,991	87,42
692,319	87,35
692,647	87
692,974	85,81
693,302	87
693,629	87,12
693,957	86,47
694,284	88,24
694,611	87,83
694,939	87,21
695,266	86,68
695,593	86,88
695,92	85,86
696,247	87,22
696,574	87,77
696,901	86,52
697,228	86,48
697,555	87,5
697,882	87,27
698,209	86,47
698,536	86,45
698,862	86,8
699,189	84,96
699,516	85,42
699,842	85,56
700,169	87,02
700,495	85,97
700,822	86,82
701,148	85,18
701,474	84,74
701,801	84,61
702,127	85,85
702,453	86,23
702,779	85,16
703,105	86,48
703,431	86,07
703,757	84,76
704,083	85,72
704,409	85,61
704,735	85,44
705,061	85,34
705,387	85,97
705,712	85,54
706,038	85,29
706,364	85,37
706,689	84,65
707,015	85,18
707,34	84,75
707,666	85,78
707,991	84,22
708,316	84,02
708,642	84,53
708,967	83,53
709,292	83,5
709,617	84,01
709,942	83,8
710,267	83,38
710,592	82,24
710,917	83,66
711,242	83,44
711,567	81,89
711,892	82,89
712,216	82
712,541	80,97
712,866	80,77
713,19	80,26
713,515	80,74
713,839	80,44
714,164	80,73
714,488	78,42
714,813	79,2
715,137	77,84
715,461	77,99
715,785	78,41
716,11	77,48
716,434	76,79
716,758	76,8
717,082	77,38
717,406	76,2
717,73	75,15
718,053	75,46
718,377	74,35
718,701	74
719,025	73,7
719,348	72,49
719,672	71,61
719,996	70,89
720,319	71,87
720,643	70,84
720,966	68,69
721,289	68,74
721,613	67,75
721,936	67,62
722,259	67,07
722,582	64,85
722,906	63,81
723,229	63,12
723,552	62,92
723,875	61,47
724,198	61,07
724,521	59,73
724,843	59,57
725,166	57,16
725,489	57,65
725,812	55,17
726,134	53,99
726,457	52,59
726,779	51,7
727,102	50,92
727,424	48,43
727,747	47,28
728,069	46,05
728,391	44,65
728,714	42,67
729,036	41,6
729,358	40,09
729,68	37,75
730,002	37,7
730,324	35,88
730,646	34,43
730,968	33,33
731,29	31,83
731,612	29,6
731,934	28,69
732,255	26,44
732,577	25,93
732,899	24,05
733,22	23,57
733,542	22,63
733,863	20,68
734,185	19,94
734,506	18,94
734,827	17,67
735,149	16,94
735,47	15,29
735,791	15,5
736,112	14,93
736,433	13,86
736,754	12,86
737,075	12,03
737,396	11,28
737,717	10,97
738,038	10,32
738,359	10,21
738,679	9,1
739	8,89
739,321	8,31
739,641	7,69
739,962	7,73
740,282	7,32
740,603	6,73
740,923	6,27
741,243	6,21
741,564	5,94
741,884	5,3
742,204	5,38
742,524	5,02
742,844	4,85
743,164	4,83
743,484	4,03
743,804	3,78
744,124	4,32
744,444	3,69
744,764	3,79
745,083	3,62
745,403	3,07
745,723	3,33
746,042	2,91
746,362	2,59
746,681	2,18
747,001	2,71
747,32	2,45
747,64	2,21
747,959	2,26
748,278	1,99
748,597	2,03
748,916	1,55
749,236	1,98
749,555	1,74
749,874	1,74
750,193	1,59
750,511	1,36
750,83	1,63
751,149	1,5
751,468	0,93
751,786	0,99
752,105	1,23
752,424	0,97
752,742	0,86
753,061	1
753,379	0,84
753,698	0,92
754,016	0,66
754,334	0,41
754,652	0,5
754,971	1,07
755,289	0,72
755,607	0,4
755,925	0,6
756,243	0,4
756,561	0,76
756,879	0,6
757,197	0,54
757,514	0,57
757,832	0,52
758,15	0,42
758,467	0,4
758,785	0,57
759,103	0,26
759,42	0,43
759,738	0,24
760,055	0,49
760,372	0,16
760,69	0,03
761,007	0,34
761,324	0,31
761,641	0,01
761,958	0,02
762,275	-0,05
762,592	0,41
762,909	0,4
763,226	0,22
763,543	0,09
763,86	0,05
764,176	0,14
764,493	-0,35
764,81	0,38
765,126	0,08
765,443	-0,05
765,759	0,07
766,076	0,11
766,392	0,09
766,708	-0,16
767,025	0,28
767,341	0,08
767,657	0,06
767,973	-0,1
768,289	-0,02
768,605	0,22
768,921	0,25
769,237	0,18
769,553	0,18
769,869	-0,06
770,185	-0,2
770,5	0,1
770,816	-0,51
771,132	0,19
771,447	0
771,763	0,13
772,078	0,2
772,394	-0,34
772,709	0,22
773,024	0,1
773,34	0,03
773,655	-0,12
773,97	0,21
774,285	-0,26
774,6	0,02
774,915	0,2
775,23	0,2
775,545	0,01
775,86	0,24
776,175	0,55
776,49	0,07
776,804	-0,1
777,119	0,08
777,434	0,13
777,748	0,03
778,063	-0,03
778,377	0,13
778,691	0,2
779,006	-0,24
779,32	0,11
779,634	0,17
779,949	0,09
780,263	0,04
780,577	0,07
780,891	0,14
781,205	0,18
781,519	0,07
781,833	0,2
782,147	0,09
782,46	0,11
782,774	-0,09
783,088	-0,36
783,401	-0,06
783,715	-0,05
784,029	-0,29
784,342	-0,18
784,655	0,36
784,969	0,08
785,282	0,12
785,595	0,11
785,909	0,22
786,222	0,07
786,535	-0,15
786,848	0,11
787,161	0,08
787,474	-0,18
787,787	0,23
788,1	0,3
788,413	-0,05
788,725	0,26
789,038	-0,13
789,351	0,18
789,663	-0,14
789,976	0,4
790,288	0,32
790,601	-0,07
790,913	0,02
791,226	0,03
791,538	-0,33
791,85	0,04
792,162	-0,16
792,475	-0,4
792,787	0
793,099	-0,13
793,411	-0,17
793,723	-0,19
794,034	0,1
794,346	-0,12
794,658	0,26
794,97	0,17
795,282	0,47
795,593	0,22
795,905	-0,34
796,216	-0,11
796,528	0
796,839	0,05
797,151	-0,32
797,462	0,32
797,773	0,02
798,084	-0,21
798,396	-0,33
798,707	-0,56
799,018	0,17
799,329	0,23
799,64	0,19
799,951	0,12
800,261	0,17
800,572	0
800,883	-0,44
801,194	-0,24
801,504	-0,06
801,815	0,19
802,125	0,52
802,436	0,04
802,746	0,21
803,057	-0,3
803,367	-0,36
803,677	-0,08
803,988	0,16
804,298	-0,24
804,608	0,46
804,918	0,05
805,228	0,04
805,538	-0,23
805,848	0,09
806,158	0,24
806,468	-0,33
806,777	-0,03
807,087	0,46
807,397	0,29
807,706	0,16
808,016	0,53
808,325	0,14
808,635	0,18
808,944	-0,14
809,254	0,36
